category,subcategory,name,specification,text message,option 1,option 2,option 3,option 4,option 5,option 6,option 7,option 8,option 9,option 10,name of flow,flow id,node id
Supportive,Praise,,,Hi! How is your parenting going today? ,Great,Okay,Bad,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,e0919b07-ee34-4ac9-bca3-3641b67f8f0a
Supportive,Praise,,,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,bd99b79d-415d-41c9-bf2e-0c9ea8112ca4
Supportive,Praise,,,Thank you for being a superman and being there for your family today! Keep it up!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,fc6159b2-cbea-4f76-ab02-9cc1915a679c
Supportive,Praise,,,Well done for being a man who supports their family. You are a real hero.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,4ab2c679-a8b8-431a-92ee-6efcd2c9a42c
Supportive,Praise,,,You’re a man who puts a lot of thought into everything you do. We see it and appreciate it.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,8cb9b81b-c2b9-4c28-8b95-46216624eb5d
Supportive,Praise,,,Hooray! Other women around the world are cheering for you right now!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,3eb6ecfe-6fb9-476a-b047-7cf9826107b7
Supportive,Praise,,,Thank you for your dedication! The world needs more women like you.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,7c3c018a-b9c1-437e-80f6-c34fa9fb2db9
Supportive,Praise,,,Thank you for being an inspiration to other women. Keep shining that light of yours! ,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,4580f8c3-a6b2-48b1-a252-1ef90c0ecbe8
Supportive,Praise,,,Thank you for your dedication! The world needs more men like you.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,cfdfe780-5d58-436c-9fec-356e2284db45
Supportive,Praise,,,You are such a great example for all men! Keep up the good work.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,add83112-7d99-4ad3-878b-d5526e243b04
Supportive,Praise,,,So good to hear that you are doing well. What a wonderful feeling!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,a3cc355a-5c19-4119-a44c-21043eb03dae
Supportive,Praise,,,"Hooray! Trust that your hard work is bearing sweet fruits, even if you can’t taste them yet!",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,12ddb6fd-096a-4e9c-8ad5-ff6104df7353
Supportive,Praise,,,Thank you for bringing the sunshine of positive attention into your family. Keep shining!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,8d3cd1b1-d938-4172-ade0-cb534c60061f
Supportive,Praise,,,Ten points for you today! Together we can overcome any challenge.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,3d0160f5-8297-4a59-9930-847cad6dcc7a
Supportive,Praise,,,Has anyone told you how incredible you are for being there for your children during a global pandemic? There’s no guidebook for these challenging times but you’re doing it! That makes you amazing.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,efb7fc15-b7a8-4289-9f7c-5502849f0f68
Supportive,Praise,,,"Thank you for your kindness and patience today! Even when it’s tough, your words of praise, your smile and your attention are like sunshine for your children.",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,b2ef54bd-486e-416d-84e8-6b4be719ea3c
Supportive,Praise,,,Your curiosity and creativity are paying off! Give yourself a hug!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,24523e48-cb47-48ee-88eb-dd219471e780
Supportive,Praise,,,Every time you take a pause is an act of kindness. Be kind to yourself and your family today!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,4b4239d6-44cb-4900-8cf4-ebb5592c71ee
Supportive,Praise,,,Every time you take a pause is an act of kindness. Be kind to yourself and your family today!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,3487b2c2-7193-4ea2-a884-f1db65348ab8
Supportive,Praise,,,Top marks for effort! It’s not easy but you tried your best. That’s all you can ever do!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,0fda1009-443b-482d-b2f1-517fe6b72a9a
Supportive,Praise,,,Well done for being a man who supports their family. You are a real hero.,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,589e467c-edb1-4b7c-b7ff-7b2b63a13c47
Supportive,Praise,,,It’s not always easy to be a woman in this world. But you are leading the way!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,3d6b9dc8-5ad2-4f84-9ee5-eeeabcde1ef6
Supportive,Praise,,,Your commitment is an inspiration. Keep calm and carry on! ,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,197bb80e-74e0-4ba4-b05d-41a53bf1fad5
Supportive,Praise,,,Thank you for making so much effort to be a better parent. You are loved and appreciated!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,df948ed7-9b1a-4cde-96c0-ed4410b20626
Supportive,Praise,,,Thank you for being patient with yourself and your family. Every little bit helps! ,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,6fd91a1f-b3be-436b-b103-9e3d7a014167
Supportive,Praise,,,Thank you for getting up every morning and trying again. Even when you are tired. That is real courage and dedication! ,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,4e4e07a9-0e68-4690-a809-b63c616b5d2e
Supportive,Praise,,,Sometimes we're up. Sometimes we're down. And sometimes we are neither up nor down...and that's totally okay!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,50771a43-b069-4e7a-988a-f15535816f64
Supportive,Praise,,,You made it to the end of the day! Now it’s time for you. You deserve a break!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,f6c5ae56-7103-43fb-be81-bee1a204ea64
Supportive,Praise,,,You made a difference today just by showing up. Your down time starts now!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,9df3de58-1317-4286-b8b8-330f1148022a
Supportive,Praise,,,Well done for getting to the end of the day! Sometimes that’s all we can do. Get some rest and try again tomorrow!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,5fb6ff3f-cdf6-46db-961c-b7e6ee8b9b24
Supportive,Praise,,,"Happy, sad, angry, excited, worried? Well done for recognizing how you and others felt today! And remember, tomorrow is a brand new day.",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,0d4adbdb-31d4-4a69-a4e2-70aac40e1f60
Supportive,Praise,,,Taking care of yourself is taking care of your kids! Keep it up!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,d76c3bd7-6b50-4996-9809-d36219bd6438
Supportive,Praise,,,"Thank you for your kindness and patience today! Even when it’s tough, your words of praise, your smile and your attention are like sunshine for your children.",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,99c65135-955a-4f06-9226-d89a8977c35e
Supportive,Praise,,,Well done for trying to figure everything out. Nobody has all the answers but you really do your best!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,9d2e1dfb-8d7b-4b69-afa1-3fe654a360b5
Supportive,Praise,,,Thank you for showing up for your family today and try your best! Your effort is appreciated!,,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,5cf6d849-8495-4b50-83af-8924ac4a5378
Supportive,Praise,,,"Sorry to hear that you are struggling. It is perfectly normal to have difficult days, especially during these stressful times. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,bd97025f-1e1c-4f33-a6a2-06f365ca3bdd
Supportive,Praise,,,"Sorry to hear that things are difficult between you and your children. I know it can be really tough. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,ed3dd71f-4539-4f49-97ca-84d23c746c84
Supportive,Praise,,,"Sorry to hear that things are difficult between you and your children. You deserve a star just for trying. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,9ba4c4e4-b04d-4495-9c56-bb47e7514203
Supportive,Praise,,,"Sorry to hear that you are going through a tough time. You are not alone. Reach out to a friend or someone you can talk to for support. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,c13da621-4274-406c-bb97-2111c752bcb5
Supportive,Praise,,,"Sorry to hear that you are struggling. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,52644848-5aa7-4726-ae9a-bddf90e5c457
Supportive,Praise,,,"Sorry to hear that you are struggling. Take a moment to reflect on one thing that went well for you today. Even the smallest things can help. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,82d3f0bd-ecd6-4196-a163-6f5c74a7919a
Supportive,Praise,,,"Sorry to hear that you are having a tough time with your child. These things take time and patience to change. Be kind to yourself and know that you are not alone. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,e0a51f44-cd5a-45ff-b260-38b69c4a6b8c
Supportive,Praise,,,"Sorry to hear you are struggling. Give yourself a big hug for trying. Tomorrow is another day. Remember you can always get extra support by typing ""Help"".",,,,,,,,,,,PLH - Supportive - Praise,ca8f0488-a308-4475-8eae-f6a9ee04b828,6bd03595-48c3-4ab8-90c6-2bb1612d28b1
